
% --------------------------------------------- usa13509 ---------------------------------------------

% Name: usa13509 ==> Cities with population at least 500 in the continental US.
usa13509(1,:) = ... % X-Coordinates
    [245552.778 , 247133.333 , 247205.556 , 249238.889 , 250111.111 , 254475.000 , 254683.333 , ...
     254950.000 , 255622.222 , 255802.778 , 255972.222 , 256047.222 , 256147.222 , 256311.111 , ...
     256788.889 , 256933.333 , 257072.222 , 257072.222 , 257211.111 , 257263.889 , 257544.444 , ...
     257630.556 , 257738.889 , 257902.778 , 258100.000 , 258219.444 , 258402.778 , 258458.333 , ...
     258550.000 , 258572.222 , 258627.778 , 258647.222 , 258702.778 , 258780.556 , 258822.222 , ...
     258872.222 , 258897.222 , 258913.889 , 259013.889 , 259019.444 , 259305.556 , 259327.778 , ...
     259402.778 , 259480.556 , 259502.778 , 259619.444 , 259647.222 , 259647.222 , 259722.222 , ...
     259808.333 , 259869.444 , 259875.000 , 260027.778 , 260108.333 , 260519.444 , 260569.444 , ...
     260644.444 , 260713.889 , 260730.556 , 260883.333 , 260919.444 , 261000.000 , 261005.556 , ...
     261033.333 , 261219.444 , 261272.222 , 261322.222 , 261400.000 , 261416.667 , 261494.444 , ...
     261586.111 , 261591.667 , 261600.000 , 261661.111 , 261700.000 , 261833.333 , 261902.778 , ...
     261916.667 , 261944.444 , 262022.222 , 262030.556 , 262155.556 , 262188.889 , 262255.556 , ...
     262350.000 , 262375.000 , 262441.667 , 262466.667 , 262483.333 , 262563.889 , 262613.889 , ...
     262825.000 , 262869.444 , 262930.556 , 262936.111 , 262936.111 , 262983.333 , 263013.889 , ...
     263180.556 , 263305.556 , 263394.444 , 263583.333 , 263727.778 , 263794.444 , 263991.667 , ...
     264047.222 , 264119.444 , 264183.333 , 264422.222 , 264486.111 , 264516.667 , 264611.111 , ...
     264669.444 , 265250.000 , 265266.667 , 265625.000 , 265661.111 , 265863.889 , 265886.111 , ...
     266155.556 , 266233.333 , 266250.000 , 266402.778 , 266450.000 , 266636.111 , 266669.444 , ...
     266744.444 , 266841.667 , 266908.333 , 267052.778 , 267088.889 , 267150.000 , 267372.222 , ...
     267538.889 , 267600.000 , 267613.889 , 267750.000 , 267777.778 , 268000.000 , 268172.222 , ...
     268197.222 , 268327.778 , 268416.667 , 268794.444 , 268833.333 , 269069.444 , 269097.222 , ...
     269138.889 , 269294.444 , 269338.889 , 269466.667 , 269580.556 , 269613.889 , 269758.333 , ...
     270269.444 , 270500.000 , 270527.778 , 270566.667 , 270591.667 , 270727.778 , 270994.444 , ...
     271188.889 , 271300.000 , 271438.889 , 271675.000 , 271958.333 , 271972.222 , 272155.556 , ...
     272172.222 , 272191.667 , 272216.667 , 272266.667 , 272436.111 , 272516.667 , 272541.667 , ...
     272836.111 , 272927.778 , 273063.889 , 273294.444 , 273361.111 , 273602.778 , 274097.222 , ...
     274122.222 , 274241.667 , 274250.000 , 274463.889 , 274472.222 , 274666.667 , 274688.889 , ...
     274691.667 , 274930.556 , 274952.778 , 274972.222 , 274986.111 , 275061.111 , 275119.444 , ...
     275155.556 , 275211.111 , 275213.889 , 275308.333 , 275355.556 , 275427.778 , 275469.444 , ...
     275858.333 , 275955.556 , 275986.111 , 276380.556 , 276383.333 , 276741.667 , 276750.000 , ...
     277122.222 , 277163.889 , 277205.556 , 277455.556 , 277480.556 , 277480.556 , 277519.444 , ...
     277519.444 , 277547.222 , 277636.111 , 277675.000 , 277688.889 , 277813.889 , 277900.000 , ...
     277950.000 , 277977.778 , 278002.778 , 278083.333 , 278138.889 , 278158.333 , 278258.333 , ...
     278336.111 , 278355.556 , 278425.000 , 278625.000 , 278750.000 , 278769.444 , 278775.000 , ...
     278802.778 , 278825.000 , 278950.000 , 278961.111 , 279011.111 , 279091.667 , 279091.667 , ...
     279141.667 , 279211.111 , 279219.444 , 279227.778 , 279355.556 , 279375.000 , 279455.556 , ...
     279472.222 , 279502.778 , 279525.000 , 279563.889 , 279650.000 , 279655.556 , 279675.000 , ...
     279780.556 , 279786.111 , 279786.111 , 279905.556 , 279936.111 , 279938.889 , 279944.444 , ...
     280033.333 , 280083.333 , 280183.333 , 280194.444 , 280202.778 , 280219.444 , 280222.222 , ...
     280313.889 , 280338.889 , 280341.667 , 280350.000 , 280363.889 , 280408.333 , 280441.667 , ...
     280611.111 , 280650.000 , 280680.556 , 280713.889 , 280719.444 , 280777.778 , 280786.111 , ...
     280850.000 , 280891.667 , 280916.667 , 280941.667 , 281138.889 , 281144.444 , 281205.556 , ...
     281355.556 , 281458.333 , 281486.111 , 281508.333 , 281611.111 , 281758.333 , 281822.222 , ...
     281875.000 , 282163.889 , 282333.333 , 282380.556 , 282438.889 , 282586.111 , 282713.889 , ...
     282916.667 , 283050.000 , 283197.222 , 283322.222 , 283358.333 , 283505.556 , 283644.444 , ...
     283858.333 , 284005.556 , 284055.556 , 284150.000 , 284319.444 , 284366.667 , 284569.444 , ...
     284580.556 , 284600.000 , 284655.556 , 284716.667 , 284858.333 , 284952.778 , 285025.000 , ...
     285072.222 , 285216.667 , 285380.556 , 285380.556 , 285408.333 , 285491.667 , 285544.444 , ...
     285547.222 , 285550.000 , 285577.778 , 285650.000 , 285688.889 , 285730.556 , 285741.667 , ...
     285780.556 , 285908.333 , 285997.222 , 286097.222 , 286119.444 , 286144.444 , 286147.222 , ...
     286191.667 , 286416.667 , 286475.000 , 286488.889 , 286497.222 , 286608.333 , 286613.889 , ...
