
% --------------------------------------------- pr264 ---------------------------------------------

% Name: pr264 ==> 264-city problem (Padberg/Rinaldi)
pr264(1,:) = ... % X-Coordinates
    [3425 , 3625 , 3525 , 3525 , 3625 , 3725 , 3725 , 3625 , 3525 , 3525 , 3625 , 3725 , 3725 , ...
     3625 , 3525 , 3525 , 3625 , 3725 , 3725 , 3625 , 3525 , 3525 , 3625 , 3725 , 3725 , 3625 , ...
     3525 , 3525 , 3625 , 3725 , 3725 , 3625 , 3525 , 3525 , 3625 , 3725 , 3725 , 3625 , 3525 , ...
     3525 , 3525 , 3675 , 3675 , 3675 , 3675 , 3675 , 3525 , 3625 , 3725 , 3725 , 3625 , 3525 , ...
     3825 , 3925 , 3925 , 3825 , 3825 , 3925 , 3925 , 3925 , 3825 , 3825 , 3925 , 3925 , 3825 , ...
     3825 , 3925 , 3925 , 3825 , 3825 , 3925 , 3925 , 3825 , 3825 , 3925 , 3925 , 3825 , 3825 , ...
     3925 , 3925 , 3825 , 3825 , 3925 , 3875 , 4075 , 4025 , 4125 , 4225 , 4225 , 4125 , 4025 , ...
     4025 , 4125 , 4225 , 4225 , 4125 , 4025 , 4025 , 4125 , 4225 , 4225 , 4125 , 4025 , 4025 , ...
     4125 , 4225 , 4225 , 4125 , 4025 , 4025 , 4125 , 4225 , 4225 , 4125 , 4025 , 4025 , 4125 , ...
     4225 , 4225 , 4125 , 4025 , 4025 , 4125 , 4225 , 4225 , 4125 , 4025 , 4275 , 4875 , 4975 , ...
     4975 , 4975 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , 9675 , ...
     9675 , 9675 , 9575 , 9675 , 9675 , 9675 , 9675 , 9975 , 9975 , 9875 , 9775 , 9775 , 9875 , ...
     9975 , 9825 , 9825 , 9825 , 9825 , 9825 , 9975 , 9875 , 9775 , 9775 , 9875 , 9975 , 9975 , ...
     9875 , 9775 , 9775 , 9875 , 9975 , 9775 , 9875 , 9975 , 9975 , 9875 , 9775 , 9775 , 9875 , ...
     9975 , 9975 , 9875 , 9775 , 9775 , 9875 , 9975 , 9975 , 9875 , 9775 , 9975 , 9875 , 9775 , ...
     9775 , 9875 , 9975 , 9775 , 10225, 10025, 10075, 10175, 10175, 10075, 10175, 10075, 10075, ...
     10175, 10175, 10075, 10075, 10175, 10175, 10075, 10075, 10175, 10075, 10175, 10175, 10075, ...
     10075, 10175, 10175, 10075, 10075, 10075, 10175, 10175, 10075, 10075, 10425, 10375, 10275, ...
     10275, 10375, 10375, 10275, 10275, 10375, 10375, 10275, 10275, 10375, 10275, 10375, 10375, ...
     10275, 10275, 10375, 10375, 10275, 10275, 10375, 10375, 10275, 10375, 10275, 10275, 10375, ...
     11125, 11125, 11125, 11025];
pr264(2,:) = ... % Y-Coordinates
    [6450 , 3200 , 3200 , 3350 , 3350 , 3350 , 3650 , 3650 , 3650 , 3850 , 3850 , 3850 , 4150 , ...
     4150 , 4150 , 4350 , 4350 , 4350 , 4650 , 4650 , 4650 , 4850 , 4850 , 4850 , 5150 , 5150 , ...
     5150 , 5350 , 5350 , 5350 , 5650 , 5650 , 5650 , 5850 , 5850 , 5850 , 6150 , 6150 , 6150 , ...
     6450 , 6650 , 7150 , 7500 , 7700 , 7850 , 8050 , 8300 , 8300 , 8300 , 8600 , 8600 , 8600 , ...
     8750 , 8750 , 8600 , 8600 , 8300 , 8300 , 7600 , 6150 , 6150 , 5850 , 5850 , 5650 , 5650 , ...
     5350 , 5350 , 5150 , 5150 , 4850 , 4850 , 4650 , 4650 , 4350 , 4350 , 4150 , 4150 , 3850 , ...
     3850 , 3650 , 3650 , 3350 , 3350 , 3200 , 3200 , 3350 , 3350 , 3350 , 3650 , 3650 , 3650 , ...
     3850 , 3850 , 3850 , 4150 , 4150 , 4150 , 4350 , 4350 , 4350 , 4650 , 4650 , 4650 , 4850 , ...
     4850 , 4850 , 5150 , 5150 , 5150 , 5350 , 5350 , 5350 , 5650 , 5650 , 5650 , 5850 , 5850 , ...
     5850 , 6150 , 6150 , 6150 , 8300 , 8300 , 8300 , 8600 , 8600 , 8600 , 8850 , 6100 , 4050 , ...
     3900 , 3750 , 3200 , 3350 , 3650 , 3850 , 4150 , 4350 , 4650 , 4850 , 5150 , 5350 , 5650 , ...
     5850 , 6150 , 6450 , 6450 , 6650 , 8300 , 8600 , 8750 , 8600 , 8600 , 8600 , 8300 , 8300 , ...
     8300 , 8050 , 7850 , 7700 , 7500 , 7150 , 6150 , 6150 , 6150 , 5850 , 5850 , 5850 , 5650 , ...
